Species Windows piS_obs piS_est Fis_obs Fis_est u1_est s1_est u2_est s2_est u3_est s3_est lnLNull lnLMax lnLSat R2deviance R2efron
Ae_bicornis 1cM 0.00315938791223196 1.6135742450589 0.9 0.924218410132588 2.07411901486634e-09 0.0211822278698733 1.68034303403133e-09 0.0135607690714837 1.35841002440219e-09 0.631453981659257 -2346.6622003296 -2305.51887065605 -1656.00628389922 0.059571385250992 0.0796574172672578
Ae_bicornis 1cM 0.00350583017794623 1.59380271907825 0.9 0.92092306890025 2.11619737064612e-09 0.0210910484887898 1.71123992753499e-09 0.0136581774829622 1.38344475256844e-09 0.625676317255734 -2491.61639176823 -2405.449729886 -1725.05879095707 0.112407289147017 0.0828948763175823
Ae_bicornis 1cM 0.00349451696550765 1.59506419339636 0.9 0.921672171373463 2.08757662118285e-09 0.021211781715258 1.68611427913887e-09 0.0136237784888562 1.36278678655714e-09 0.625705077992107 -2475.03340896364 -2414.79344413763 -1740.4426094029 0.0820047907787961 0.0807813621281063
Ae_bicornis 1cM 0.00328653605183509 1.61745696146363 0.9 0.937047569353103 1.68965019888829e-09 0.0160947850245721 1.36628661480676e-09 0.0153367818637363 1.10329365797809e-09 0.62978855692543 -2457.61387954789 -2353.48627941998 -1676.8417991812 0.133364912432585 0.0887026406483942
Ae_bicornis 1cM 0.00271257417515695 1.50768566494674 0.9 0.928709290839951 1.93120968232979e-09 0.0216988016386222 1.56775805997285e-09 0.0140954128017405 1.26988300025167e-09 0.587487741661697 -2352.16816149406 -2233.9802874663 -1607.66716296214 0.158747771004766 0.0889371123655899
Ae_bicornis 1cM 0.00338043988158264 1.56952603380211 0.9 0.927471031080652 1.91478402322868e-09 0.021645809813412 1.56469175210904e-09 0.0138692053244818 1.26690656345467e-09 0.624915308417469 -2444.10122360379 -2411.51759363544 -1704.43347580823 0.0440517111439001 0.0608087724753742
Ae_bicornis 1cM 0.00342010667028798 1.59184543124577 0.9 0.923957332323817 2.03449905627492e-09 0.021339673233361 1.64771065448621e-09 0.0136696436276593 1.33244248281958e-09 0.625616787717041 -2500.29189861506 -2402.32841007841 -1714.61359954439 0.124686514381945 0.0912708925064779
Ae_bicornis 1cM 0.00358630003718657 1.55494563827086 0.9 0.92833708107233 1.86049455105617e-09 0.0218101923346283 1.54297030389924e-09 0.0139720553857913 1.25274347573719e-09 0.624543862152644 -2589.78664977318 -2457.36909606321 -1769.7924587046 0.161485965574235 0.114635479918894
Ae_bicornis 1cM 0.00349141944059051 1.52921410220112 0.9 0.931928218864968 1.73845384678772e-09 0.0221712283196803 1.46696232561731e-09 0.0141952954295266 1.19418439854248e-09 0.623784783462035 -2505.09375954721 -2461.53006831449 -1723.69757201006 0.0557510926307754 0.0455116620044474
Ae_bicornis 1cM 0.00320437698649905 2.08258105249956 0.9 0.92918519059211 2.06138499470219e-09 0.0185618985816567 1.65803650008221e-09 0.0117757714214328 1.33056365154596e-09 0.705991619623362 -2472.12512187223 -2360.92805680006 -1706.49243017972 0.145235523872887 0.112532658845411
Ae_bicornis 1cM 0.00333651528398143 1.59111997414938 0.9 0.923993920880872 2.03529847380939e-09 0.0213442058338209 1.64875147949652e-09 0.013672305948633 1.33333825534467e-09 0.625605168240909 -2458.48428509987 -2401.88196387835 -1712.04163734172 0.0758294309569789 0.045580192271884
Ae_bicornis 1cM 0.00329170973063799 1.55293539815327 0.9 0.93495636403931 1.76153485613853e-09 0.0169927949163533 1.43920628565266e-09 0.0116662704470868 1.16650787662108e-09 0.619363814035014 -2461.95743640559 -2386.00368704977 -1695.37154776696 0.0990805472439659 0.0477531823441938
