Species Windows piS_obs piS_est Fis_obs Fis_est u1_est s1_est u2_est s2_est u3_est s3_est lnLNull lnLMax lnLSat R2deviance R2efron
Ae_tauschii 1cM 0.00486026160975156 0.0708322493701272 0.9 0.929755317994161 1.27999372750653e-09 0.0162969119389387 2.40116319156484e-10 0.0129961228428478 4.48695634418791e-11 0.00418584428453042 -2731.71108395304 -2555.4262361755 -2347.92148838018 0.459326802526799 0.0777276506622777
Ae_tauschii 1cM 0.00511496143681522 0.0449244485896193 0.9 0.872216320706245 1.90333748317077e-09 0.024174671043332 4.15557137611399e-10 0.0194889523956577 9.20627138436864e-11 0.00705484823127217 -2805.15831808638 -2596.50084371011 -2404.50468871828 0.520792672477135 0.128682250872951
Ae_tauschii 1cM 0.00482867805198027 0.0411818767964586 0.9 0.880333493722816 1.70518244655714e-09 0.0260439564075787 3.86768500436921e-10 0.0209066681952605 8.76596013026529e-11 0.00749718396424677 -2745.0507408574 -2557.40544439273 -2369.45615034559 0.499595311553805 0.155144761802
Ae_tauschii 1cM 0.0050662460609486 0.101745761821347 0.9 0.932456631336549 1.39078877161656e-09 0.0167576557661658 2.13243321236045e-10 0.0143310205077474 4.02598316859135e-11 0.00722683196576782 -2732.28054121945 -2576.1801513814 -2373.42267429459 0.434992246862824 0.11237887494053
Ae_tauschii 1cM 0.00516723273831309 0.0447799159413053 0.9 0.872113070499817 1.87025517587044e-09 0.0242198700926531 4.08798584706361e-10 0.0195104250061593 8.94321668834514e-11 0.00693952069368425 -2767.52620029898 -2623.40488608463 -2426.73003429444 0.422895937780096 0.0986689893475681
Ae_tauschii 1cM 0.00493161416957486 0.0827617183242886 0.9 0.941189344620349 1.11864018412672e-09 0.0149580028265569 2.04169449585202e-10 0.0122953380490005 3.7083255349393e-11 0.00401644914797309 -2754.9768880654 -2561.23042649123 -2350.41723920549 0.478907034154721 0.0908090999265557
Ae_tauschii 1cM 0.00494614440287228 0.0825485632129065 0.9 0.93903846787109 1.16419022770734e-09 0.0147297061165086 2.08985688681669e-10 0.0116803308193631 3.92112900898203e-11 0.00365192607690942 -2707.91550754834 -2564.96523700189 -2364.32202066813 0.416044762211385 0.117127538983308
Ae_tauschii 1cM 0.0049805270468865 0.201356172893224 0.9 0.930579933322447 1.5030446281437e-09 0.0183403011576073 4.46719056134772e-10 0.0187345814799899 1.09495745456076e-10 0.0151868142777078 -2818.95942484872 -2594.85385462635 -2396.11677089588 0.52999754903479 0.135807072036227
Ae_tauschii 1cM 0.00506299007712037 0.0431895685496535 0.9 0.876304260409149 1.77607884097717e-09 0.0247839973346081 3.95705043830655e-10 0.0199022824832817 8.8059774651267e-11 0.00704473639813808 -2785.69247497677 -2635.72809113316 -2432.35593338867 0.424423647691756 0.0723261885671592
Ae_tauschii 1cM 0.00486214712661417 0.0760135535862632 0.9 0.934521938456913 1.22451542335947e-09 0.0155327024575171 2.23613344091113e-10 0.0122213384892641 4.06786664297767e-11 0.00385081447111221 -2787.72305227161 -2591.38617687778 -2383.66139582191 0.48590820796745 0.0944264582372497
Ae_tauschii 1cM 0.00472387281114588 0.0596724975440584 0.9 0.922770016606959 1.27748162970805e-09 0.0185919173886027 2.57988924624271e-10 0.0155468993776179 5.40244196114117e-11 0.00540077369393346 -2721.97217314748 -2556.27643849148 -2351.4349630534 0.447177044955687 0.105261342767879
Ae_tauschii 1cM 0.00483464375671535 0.0403815639473514 0.9 0.877867064558909 1.69580017322812e-09 0.0265581545315027 3.87861216124822e-10 0.0213601856221277 8.72068118036413e-11 0.0077047114385069 -2748.40944805688 -2567.47192452795 -2356.17125888926 0.461295020540725 0.0710709431422266
Ae_tauschii 1cM 0.00514564979408027 0.148223620273137 0.9 0.867312423015388 2.84490623013311e-09 0.0359245213879098 6.28341418658191e-10 0.0306352091895522 1.32617402026532e-10 0.012436799854261 -2802.01444217547 -2614.46515908754 -2405.30564356832 0.47276310418728 0.101512530244546
Ae_tauschii 1cM 0.00499414135559508 0.0414285063222165 0.9 0.877009540156888 1.7330283513326e-09 0.0258624593517345 3.92400617232283e-10 0.0207937292464235 8.72114433866888e-11 0.007450806781173 -2779.4640532113 -2597.95080610034 -2393.96798572652 0.470856287316414 0.0991769232625273
Ae_tauschii 1cM 0.00515863785743114 0.0424875648466187 0.9 0.877502572900043 1.71331867123397e-09 0.0250391173423304 3.8496687980233e-10 0.0200761702987668 8.64344999258126e-11 0.00706714115153753 -2821.93950995416 -2636.75647164956 -2416.37619012587 0.456606969247118 0.0871855655061109
Ae_tauschii 1cM 0.00495687454648494 0.0418747366010075 0.9 0.876712151915523 1.75435585194831e-09 0.0255854503936021 3.95571429191925e-10 0.0205631602337951 8.81801905726405e-11 0.00734544517549301 -2838.70146326998 -2642.77656150343 -2441.3436713814 0.493069233235257 0.105310199668042
Ae_tauschii 1cM 0.00490401234323423 0.0414461811137364 0.9 0.873052409184794 1.83427773208015e-09 0.0230603597185287 4.15833136312274e-10 0.0201523345770689 9.37046867346661e-11 0.00747214327318496 -2785.26437353443 -2611.06558089383 -2406.73866806244 0.460203336582881 0.102395776398515
Ae_tauschii 1cM 0.00511855042486555 0.0919528412114823 0.9 0.92772553244372 1.43104629895209e-09 0.0167891744486699 2.37565612569224e-10 0.0154637945086997 4.90779767500061e-11 0.0101296064539051 -2772.10386408663 -2586.66871971044 -2392.93320890965 0.489054576994197 0.110392355117708
Ae_tauschii 1cM 0.00492350526974055 0.0423880190063169 0.9 0.878362827330697 1.72685937623483e-09 0.0250801446974653 3.88489664075851e-10 0.0198812543662611 8.67218194155845e-11 0.00698058213985997 -2793.04388406089 -2607.53663245514 -2390.77230793557 0.461149289722513 0.0879173308602623
Ae_tauschii 1cM 0.00479801387471967 0.0436233596351288 0.9 0.888485259885072 1.61578444545254e-09 0.0244787773638558 3.59887828716884e-10 0.0198705172320743 7.99896313694456e-11 0.00706834291524174 -2827.56319514619 -2607.33498538476 -2423.17167558029 0.544591563141183 0.119431528368383
Ae_tauschii 1cM 0.00525529938846595 0.0434997970256917 0.9 0.874289817753583 1.80418028040046e-09 0.0246535506666359 4.00229387209804e-10 0.0198054885975894 8.88202744886624e-11 0.0070187758133932 -2800.2277988464 -2630.87569332333 -2434.92721460549 0.463596590941626 0.145688081712268
Ae_tauschii 1cM 0.00492114008631762 0.0419550641734251 0.9 0.876401490200498 1.7630009877171e-09 0.0255185987683643 3.97170456951808e-10 0.0205110721187962 8.88008160224935e-11 0.00732248255969129 -2762.37452430339 -2567.90186593041 -2368.31713936715 0.493513548551952 0.115571953290606
Ae_tauschii 1cM 0.00486083827109243 0.0645307194546837 0.9 0.927336483989396 1.24625080416257e-09 0.0173789721898202 2.42632525876677e-10 0.0142419634966907 5.14904405132716e-11 0.00477615692524255 -2770.4717794094 -2613.87447667731 -2417.79624810131 0.444026559345545 0.109904757830029
Ae_tauschii 1cM 0.0050211799782757 0.0920617143463283 0.9 0.928469571343921 1.41916007676728e-09 0.0173142404139433 2.27132115569474e-10 0.0148464391375772 4.38880709412613e-11 0.00721882221376487 -2781.83187006449 -2598.47372832915 -2400.98386602391 0.481447033435943 0.109195062824475
Ae_tauschii 1cM 0.00473322382748191 0.0704918391742029 0.9 0.934992527368879 1.16844618482859e-09 0.0166338449302473 2.20266678142208e-10 0.013260967180942 4.13658936736715e-11 0.0042989344237657 -2727.48534068015 -2542.20115656112 -2345.05188724831 0.484487385861121 0.14739528836334
Ae_tauschii 1cM 0.00493098676305838 0.0663960475261712 0.9 0.931437858486253 1.19167581507448e-09 0.0170981331000142 2.32250156204083e-10 0.0142047698947747 4.49996185401877e-11 0.00474103900667265 -2748.52117939395 -2574.20014201708 -2370.23477263618 0.460817608729184 0.10530451882248
